TODO find better way to get modeInt;ConstantThroughputTimer.java;jmeter-2_6/src/components/org/apache/jmeter/timers;114;Technical Debt
TODO find better way to get modeInt;ConstantThroughputTimer.java;jmeter-2_6/src/components/org/apache/jmeter/timers;114;Java Task
TODO - is this used? (apart from test code);ConstantThroughputTimer.java;jmeter-2_6/src/components/org/apache/jmeter/timers;144;Technical Debt
TODO - is this used? (apart from test code);ConstantThroughputTimer.java;jmeter-2_6/src/components/org/apache/jmeter/timers;144;Java Task
* Provide a description of this timer class.      *      * TODO: Is this ever used? I can't remember where. Remove if it isn't --      * TODO: or obtain text from bean's displayName or shortDescription.      *      * @return the description of this timer class.;ConstantThroughputTimer.java;jmeter-2_6/src/components/org/apache/jmeter/timers;209-216;Technical Debt
TODO: instead- we could delay doing;ViewResultsFullVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;349;Java Task
TODO: add and delete not currently supported;PropertyControlGui.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;66;Technical Debt
TODO: add and delete not currently supported;PropertyControlGui.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;66;Java Task
TODO work out how to search the XML pane;RenderAsXML.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;55;Technical Debt
TODO work out how to search the XML pane;RenderAsXML.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;55;Java Task
TODO suppress LINK somehow;RenderAsHTML.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;121;Java Task
TODO implement to find any nodes in the tree using TreePath.;RenderAsXML.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;105;Java Task
TODO implement other non-text types;SamplerResultTab.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;487;Technical Debt
TODO implement other non-text types;SamplerResultTab.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;487;Java Task
TODO create better dummy;RenderAsHTML.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;120;Java Task
TODO Charset ?;StatGraphVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;470;Technical Debt
TODO Charset ?;StatGraphVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;470;Java Task
TODO Charset ?;StatVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;256;Technical Debt
TODO Charset ?;StatVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;256;Java Task
TODO : - implement ImageProducer interface - suggestions --);Spline3.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;25;Java Task
TODO : - Create a subpanel for other visualizers - connect to the properties. -;MailerVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;53;Java Task
TODO - remove UnsharedComponent ? Probably does not make sense for a TestBean.;BeanShellListener.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;35;Technical Debt
TODO - remove UnsharedComponent ? Probably does not make sense for a TestBean.;BeanShellListener.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;35;Java Task
TODO - is this needed?;SplineVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;251;Technical Debt
TODO - is this needed?;SplineVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;251;Java Task
to restore last selected tab (better user-friendly);ViewResultsFullVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;325;Technical Debt
graph. the larger the sample- the better the;DistributionGraph.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;164;Technical Debt
data is larger than 200K. TODO: instead- we could delay doing;ViewResultsFullVisualizer.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;349;Technical Debt
* TODO : - implement ImageProducer interface - suggestions --);Spline3.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;24-26;Technical Debt
* Provide dummy implementations to suppress download and display of              * related resources: - FRAMEs - IMAGEs TODO create better dummy              * displays TODO suppress LINK somehow;RenderAsHTML.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;118-122;Technical Debt
"*      * A Dom tree panel for to display response as tree view author <a      * href=""mailto:d.maung@mdl.com"">Dave Maung</a>       * TODO implement to find any nodes in the tree using TreePath.      *";RenderAsXML.java;jmeter-2_6/src/components/org/apache/jmeter/visualizers;101-107;Technical Debt
TODO this bit of code needs to be tidied up;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;833;Technical Debt
TODO this bit of code needs to be tidied up;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;833;Java Task
TODO perhaps should share code with __time() function for this...;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;338;Technical Debt
TODO perhaps should share code with __time() function for this...;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;338;Java Task
TODO - why does it create a new instance?;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;698;Technical Debt
TODO - why does it create a new instance?;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;698;Java Task
TODO - could this be return?;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;392;Technical Debt
TODO - could this be return?;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;392;Java Task
HACK: force the controller to load its tree;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;838;Technical Debt
Hack to resolve ModuleControllers in non GUI mode;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;740;Technical Debt
Hack to allow automated tests to find when test has ended;JMeter.java;jmeter-2_6/src/Core/org/apache/jmeter;207;Technical Debt
TODO: move this to components -- the only reason why it's in Core is because;LoginConfig.java;jmeter-2_6/src/Core/org/apache/jmeter/config;26;Technical Debt
TODO: move this to components -- the only reason why it's in Core is because;LoginConfig.java;jmeter-2_6/src/Core/org/apache/jmeter/config;26;Java Task
TODO: improve this test;Argument.java;jmeter-2_6/src/Core/org/apache/jmeter/config;196;Technical Debt
TODO: improve this test;Argument.java;jmeter-2_6/src/Core/org/apache/jmeter/config;196;Java Task
TODO: This class looks a lot like ArgumentsPanel. What exactly is the;SimpleConfigGui.java;jmeter-2_6/src/Core/org/apache/jmeter/config/gui;51;Technical Debt
TODO: This class looks a lot like ArgumentsPanel. What exactly is the;SimpleConfigGui.java;jmeter-2_6/src/Core/org/apache/jmeter/config/gui;51;Java Task
TODO: improve- e.g. by adding counts to the SampleResult class;TransactionSampler.java;jmeter-2_6/src/Core/org/apache/jmeter/control;111;Technical Debt
TODO: improve- e.g. by adding counts to the SampleResult class;TransactionSampler.java;jmeter-2_6/src/Core/org/apache/jmeter/control;111;Java Task
TODO should this use setFirst()?;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;90;Technical Debt
TODO should this use setFirst()?;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;90;Java Task
TODO should this use setDone()?;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;89;Technical Debt
TODO should this use setDone()?;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;89;Java Task
TODO Should this be at warn level ?;TransactionController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;190;Technical Debt
TODO Should this be at warn level ?;TransactionController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;190;Java Task
TODO document this;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;66;Java Task
TODO could these be done earlier (or just once?);TransactionController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;182;Technical Debt
TODO could these be done earlier (or just once?);TransactionController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;182;Java Task
TODO - should this use setFirst() ?;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;380;Technical Debt
TODO - should this use setFirst() ?;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;380;Java Task
* TODO document this;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;65-67;Technical Debt
* A little hack - add each listener to the start of the list - this          * ensures that the thread running the show is the first listener and          * can modify certain values before other listeners are called.;GenericController.java;jmeter-2_6/src/Core/org/apache/jmeter/control;355-359;Technical Debt
TODO make use of the field;WhileControllerGui.java;jmeter-2_6/src/Core/org/apache/jmeter/control/gui;136;Java Task
* Create a GUI panel containing the condition. TODO make use of the field      *      * @return a GUI panel containing the condition components;WhileControllerGui.java;jmeter-2_6/src/Core/org/apache/jmeter/control/gui;135-139;Technical Debt
TODO should we call test listeners? That might hang too ...;StandardJMeterEngine.java;jmeter-2_6/src/Core/org/apache/jmeter/engine;299;Technical Debt
TODO should we call test listeners? That might hang too ...;StandardJMeterEngine.java;jmeter-2_6/src/Core/org/apache/jmeter/engine;299;Java Task
Hack to allow external control;StandardJMeterEngine.java;jmeter-2_6/src/Core/org/apache/jmeter/engine;169;Technical Debt
A hack to make user-defined variables in the testplan element more dynamic;PreCompiler.java;jmeter-2_6/src/Core/org/apache/jmeter/engine;83;Technical Debt
TODO should this also clear isDynamic- rawParameters- permanentResults?;CompoundVariable.java;jmeter-2_6/src/Core/org/apache/jmeter/engine/util;172;Technical Debt
TODO should this also clear isDynamic- rawParameters- permanentResults?;CompoundVariable.java;jmeter-2_6/src/Core/org/apache/jmeter/engine/util;172;Java Task
TODO - why use space?;FunctionParser.java;jmeter-2_6/src/Core/org/apache/jmeter/engine/util;117;Technical Debt
TODO - why use space?;FunctionParser.java;jmeter-2_6/src/Core/org/apache/jmeter/engine/util;59;Technical Debt
TODO - why use space?;FunctionParser.java;jmeter-2_6/src/Core/org/apache/jmeter/engine/util;59;Java Task
TODO - why use space?;FunctionParser.java;jmeter-2_6/src/Core/org/apache/jmeter/engine/util;117;Java Task
TODO does not appear to be used;ArgumentDecoder.java;jmeter-2_6/src/Core/org/apache/jmeter/functions/util;31;Technical Debt
TODO does not appear to be used;ArgumentDecoder.java;jmeter-2_6/src/Core/org/apache/jmeter/functions/util;31;Java Task
TODO does not appear to be used;ArgumentEncoder.java;jmeter-2_6/src/Core/org/apache/jmeter/functions/util;31;Technical Debt
TODO does not appear to be used;ArgumentEncoder.java;jmeter-2_6/src/Core/org/apache/jmeter/functions/util;31;Java Task
TODO: This method doesn't appear to be used.;GUIFactory.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;101;Technical Debt
TODO: This method doesn't appear to be used.;GUIFactory.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;164;Technical Debt
TODO: This method doesn't appear to be used.;GUIFactory.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;101;Java Task
TODO: This method doesn't appear to be used.;GUIFactory.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;164;Java Task
TODO: Make the running indicator its own class instead of a JButton;MainFrame.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;168;Technical Debt
TODO: Make the running indicator its own class instead of a JButton;MainFrame.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;168;Java Task
TODO: Do we really need to have all these menubar methods duplicated;MainFrame.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;195;Technical Debt
TODO: Do we really need to have all these menubar methods duplicated;MainFrame.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;195;Java Task
TODO: actionHandler isn't used -- remove it from the parameter list;MainFrame.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;165;Technical Debt
TODO: actionHandler isn't used -- remove it from the parameter list;MainFrame.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;165;Java Task
TODO consider removing this method- and providing method wrappers instead.;GuiPackage.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;489;Java Task
TODO - why lower case? OK to use the default Locale?;JMeterFileFilter.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;76;Technical Debt
TODO - why lower case? OK to use the default Locale?;JMeterFileFilter.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;76;Java Task
TODO - how can this be null?;MainFrame.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;315;Technical Debt
TODO - how can this be null?;MainFrame.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;315;Java Task
bail out.;GuiPackage.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;334;Technical Debt
bail out.;GuiPackage.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;338;Technical Debt
bail out.;GuiPackage.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;342;Technical Debt
$NON-NLS-1$ i.e. void setXXX(boolean);SavePropertyDialog.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;61;Technical Debt
$NON-NLS-1$ i.e. boolean saveXXX();SavePropertyDialog.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;60;Technical Debt
$NON-NLS-1$ e.g. save_XXX property;SavePropertyDialog.java;jmeter-2_6/src/Core/org/apache/jmeter/gui;62;Technical Debt
TODO: I believe the following code (to the end of the method) is;EditCommand.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;47;Technical Debt
TODO: I believe the following code (to the end of the method) is;EditCommand.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;47;Java Task
TODO: doesn't putting this here mark the tree as;Save.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;127;Technical Debt
TODO: doesn't putting this here mark the tree as;Save.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;127;Java Task
TODO Enhance search dialog to select kind of nodes ....;SearchTreeCommand.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;27;Java Task
TODO ?;SSLManagerCommand.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;49;Java Task
TODO - removes the nodes from the CheckDirty map - should it be done later- in case some can't be removed?;Remove.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;71;Technical Debt
TODO - removes the nodes from the CheckDirty map - should it be done later- in case some can't be removed?;Remove.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;71;Java Task
Hack to get full modifier value;KeyStrokes.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;80;Technical Debt
Bug 47064 - fixes for Mac LAF;KeyStrokes.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;35;Technical Debt
* Search nodes for a text  * TODO Enhance search dialog to select kind of nodes ....;SearchTreeCommand.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/action;25-28;Technical Debt
TODO: is the serializable test necessary now that JMeterTreeNode is;JMeterTreeNode.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/tree;56;Technical Debt
TODO: is the serializable test necessary now that JMeterTreeNode is;JMeterTreeNode.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/tree;56;Java Task
TODO: find a better way of checking this;MenuFactory.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/util;433;Java Task
TODO - does not appear to be used;ButtonPanel.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/util;31;Technical Debt
TODO - does not appear to be used;ButtonPanel.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/util;31;Java Task
* JMeterTreeNode and TestBeanGUI are special GUI classes- and                  * aren't intended to be added to menus                  *                  * TODO: find a better way of checking this;MenuFactory.java;jmeter-2_6/src/Core/org/apache/jmeter/gui/util;429-434;Technical Debt
TODO: may not work on all OSes?;ResultCollector.java;jmeter-2_6/src/Core/org/apache/jmeter/reporters;441;Technical Debt
TODO: may not work on all OSes?;ResultCollector.java;jmeter-2_6/src/Core/org/apache/jmeter/reporters;441;Java Task
TODO should class implement SampleListener?;AbstractListenerElement.java;jmeter-2_6/src/Core/org/apache/jmeter/reporters;33;Technical Debt
TODO should class implement SampleListener?;AbstractListenerElement.java;jmeter-2_6/src/Core/org/apache/jmeter/reporters;33;Java Task
TODO is this the right thing to do?;ResultSaver.java;jmeter-2_6/src/Core/org/apache/jmeter/reporters;121;Technical Debt
TODO is this the right thing to do?;ResultSaver.java;jmeter-2_6/src/Core/org/apache/jmeter/reporters;121;Java Task
TODO - perhaps save other items such as headers?;ResultSaver.java;jmeter-2_6/src/Core/org/apache/jmeter/reporters;47;Technical Debt
TODO - perhaps save other items such as headers?;ResultSaver.java;jmeter-2_6/src/Core/org/apache/jmeter/reporters;47;Java Task
XXX;SampleSaveConfiguration.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;56;Java Task
TODO: not used - make private?;RemoteListenerWrapper.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;54;Technical Debt
TODO: not used - make private?;RemoteListenerWrapper.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;54;Java Task
TODO: merge error count into parent class?;StatisticalSampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;26;Java Task
TODO: error counting needs to be sorted out.;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;1083;Java Task
TODO would be nice to make these final- not 100% sure volatile is needed as not changed after creation;StatisticalSampleSender.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;77;Technical Debt
TODO would be nice to make these final- not 100% sure volatile is needed as not changed after creation;StatisticalSampleSender.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;77;Java Task
TODO turn into method?;SampleSaveConfiguration.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;259;Technical Debt
TODO turn into method?;SampleSaveConfiguration.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;259;Java Task
TODO timeStamp == 0 means either not yet initialised or no stamp available (e.g. when loading a results file);SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;144;Technical Debt
TODO timeStamp == 0 means either not yet initialised or no stamp available (e.g. when loading a results file);SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;144;Java Task
TODO should this throw an error?;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;963;Technical Debt
TODO should this throw an error?;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;963;Java Task
TODO should errors be thrown back through RMI?;DiskStoreSampleSender.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;145;Technical Debt
TODO should errors be thrown back through RMI?;DiskStoreSampleSender.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;145;Java Task
TODO perhaps use ConcurrentHashMap ?;StatisticalSampleSender.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;73;Java Task
TODO is this really necessary?;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;556;Technical Debt
TODO is this really necessary?;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;556;Java Task
TODO do we need allow for nested samples?;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;1072;Java Task
TODO do this more efficiently;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;553;Technical Debt
TODO do this more efficiently;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;553;Java Task
TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;204;Technical Debt
TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;204;Java Task
TODO appears to duplicate the threadName field in SampleResult;SampleEvent.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;72;Technical Debt
TODO appears to duplicate the threadName field in SampleResult;SampleEvent.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;72;Java Task
TODO ??;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;278;Technical Debt
TODO ??;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;291;Technical Debt
TODO ??;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;306;Technical Debt
TODO ??;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;278;Java Task
TODO ??;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;291;Java Task
TODO ??;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;306;Java Task
TODO - not used at present - could perhaps be removed;Entry.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;29;Technical Debt
TODO - not used at present - could perhaps be removed;Entry.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;29;Java Task
* Returns the count of errors.      *      * @return 0 - or 1 if the sample failed      *       * TODO do we need allow for nested samples?;SampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;1067-1073;Technical Debt
* Aggregates sample results for use by the Statistical remote batch mode.  * Samples are aggregated by the key defined by getKey().  * TODO: merge error count into parent class?;StatisticalSampleResult.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;23-27;Technical Debt
"@GuardedBy(""sampleStore"") TODO perhaps use ConcurrentHashMap ?";StatisticalSampleSender.java;jmeter-2_6/src/Core/org/apache/jmeter/samplers;73;Technical Debt
Yuck: TIFFImageEncoder uses Error to report runtime problems;SaveGraphicsService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;164;Technical Debt
TODO: should this be restored?;CSVSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;297;Technical Debt
TODO: should this be restored?;CSVSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;297;Java Task
TODO: does it matter that an empty line will terminate the loop?;CSVSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;151;Technical Debt
TODO: does it matter that an empty line will terminate the loop?;CSVSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;151;Java Task
TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer;SaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;362;Technical Debt
TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer;SaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;362;Java Task
TODO provide proper name?;OldSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;189;Technical Debt
TODO provide proper name?;OldSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;189;Java Task
TODO Charset ?;CSVSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;131;Technical Debt
TODO Charset ?;CSVSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;131;Java Task
TODO - should this be restored?;CSVSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;276;Technical Debt
TODO - should this be restored?;CSVSaveService.java;jmeter-2_6/src/Core/org/apache/jmeter/save;276;Java Task
TODO: wy not?;SampleResultConverter.java;jmeter-2_6/src/Core/org/apache/jmeter/save/converters;357;Java Task
