SATD;Path;Line;Priority
* Allow new fields to be added to the SampleSaveConfiguration without  * changing the output JMX file unless it is necessary.  *  * TODO work out how to make shouldSerializeMember() conditionally return true.;src/Core/org/apache/jmeter/save/converters/SampleSaveConfigurationConverter.java;34-39;0.12474012474012475
TODO consider using private logs for each derived class;src/Core/org/apache/jmeter/testelement/property/AbstractProperty.java;31;0.12474012474012475
TODO - convert this into an immutable class using plain variables;src/monitor/components/org/apache/jmeter/visualizers/MonitorStats.java;24;0.12474012474012475
TODO: find out how to retrieve these from the script;src/protocol/java/org/apache/jmeter/protocol/java/sampler/BSFSampler.java;73;0.12474012474012475
TODO improve this;src/protocol/ldap/org/apache/jmeter/protocol/ldap/sampler/LDAPSampler.java;426;0.12474012474012475
TODO distinguish errors better //$NON-NLS-1$;src/protocol/ldap/org/apache/jmeter/protocol/ldap/sampler/LDAPSampler.java;459;0.12474012474012475
TODO if(instance.getSMTPStatusCode == 250);src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/SmtpSampler.java;232;0.12474012474012475
"* TODO if(instance.getSMTPStatusCode == 250)              * res.setResponseMessage(""Message successfully sent!"")- else              * res.setResponseMessage(instance.getSMTPStatusCodeIncludingMessage)-";src/protocol/mail/org/apache/jmeter/protocol/smtp/sampler/SmtpSampler.java;231-235;0.12474012474012475
N.B. this will be a config element- so we cannot use the setXXX() methods;src/protocol/tcp/org/apache/jmeter/protocol/tcp/config/gui/TCPConfigGui.java;98;0.12474012474012475
N.B. this will be a config element- so we cannot use the getXXX() methods;src/protocol/tcp/org/apache/jmeter/protocol/tcp/config/gui/TCPConfigGui.java;72;0.12474012474012475
TODO tighten rules;src/reports/org/apache/jmeter/report/gui/action/ReportDragNDrop.java;92;0.12474012474012475
TODO move to MenuFactory?;src/reports/org/apache/jmeter/report/gui/action/ReportDragNDrop.java;92;0.12474012474012475
* Determine whether or not dragged nodes can be added to this parent. Also      * used by Paste TODO tighten rules TODO move to MenuFactory?      *      * @param parentNode      * @return whether it is OK to add the dragged nodes to this parent;src/reports/org/apache/jmeter/report/gui/action/ReportDragNDrop.java;90-96;0.12474012474012475
TODO enable some proper tests!!;test/src/org/apache/jmeter/control/TestIfController.java;38;0.12474012474012475
TODO should we call test listeners? That might hang too ...;src/Core/org/apache/jmeter/engine/StandardJMeterEngine.java;299;0.10395010395010396
TODO - why use space?;src/Core/org/apache/jmeter/engine/util/FunctionParser.java;117;0.09702009702009703
TODO - why use space?;src/Core/org/apache/jmeter/engine/util/FunctionParser.java;59;0.09355509355509356
TODO ?;src/Core/org/apache/jmeter/gui/action/SSLManagerCommand.java;49;0.09355509355509356
public void testPostRequestChunked() throws Exception {         // TODO - implement testing of chunked post request     };test/src/org/apache/jmeter/protocol/http/control/TestHTTPMirrorThread.java;331-335;0.0855855855855856
TODO: remove this useless Entry parameter;src/Core/org/apache/jmeter/threads/JMeterThread.java;418;0.08316008316008316
TODO should this set the thread names for all the subsamples?;src/Core/org/apache/jmeter/threads/JMeterThread.java;409;0.08316008316008316
Hack: save the package for any transaction controllers;src/Core/org/apache/jmeter/threads/JMeterThread.java;403;0.08316008316008316
TODO - could be converted to generic class?;src/protocol/http/org/apache/jmeter/protocol/http/proxy/ProxyControl.java;739;0.08316008316008316
TODO perhaps should share code with __time() function for this...;src/Core/org/apache/jmeter/JMeter.java;338;0.08108108108108109
TODO add tests to check for: - name clash - long option abbreviations;test/src/org/apache/commons/cli/avalon/ClutilTestCase.java;963;0.07952182952182953
* TODO add tests to check for: - name clash - long option abbreviations      * (match shortest unique abbreviation);test/src/org/apache/commons/cli/avalon/ClutilTestCase.java;962-965;0.07952182952182953
$NON-NLS-1$ i.e. boolean saveXXX();src/Core/org/apache/jmeter/gui/SavePropertyDialog.java;60;0.062370062370062374
$NON-NLS-1$ e.g. save_XXX property;src/Core/org/apache/jmeter/gui/SavePropertyDialog.java;62;0.062370062370062374
TODO: doesn't putting this here mark the tree as;src/Core/org/apache/jmeter/gui/action/Save.java;127;0.062370062370062374
TODO;src/protocol/ftp/org/apache/jmeter/protocol/ftp/sampler/FTPSampler.java;262;0.062370062370062374
TODO: process warnings? Set Code and Message to success?;src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/sampler/JDBCSampler.java;95;0.062370062370062374
TODO - is this correct?;src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/sampler/JDBCSampler.java;85;0.062370062370062374
TODO - is this correct?;src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/sampler/JDBCSampler.java;89;0.062370062370062374
TODO: doesn't putting this here mark the tree as;src/reports/org/apache/jmeter/report/gui/action/ReportSave.java;100;0.062370062370062374
TODO can this happen?;src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPSamplerBase.java;1179;0.055440055440055445
TODO - should this be done when the client is created?;src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java;556;0.05405405405405406
TODO - yet another ambiguous name - does it need changing?;src/Core/org/apache/jmeter/testelement/TestElement.java;128;0.05197505197505198
TODO: replace all this url2 mess with a proper method;src/protocol/http/org/apache/jmeter/protocol/http/control/AuthManager.java;147;0.05197505197505198
TODO Charset ?;src/components/org/apache/jmeter/visualizers/StatGraphVisualizer.java;470;0.04158004158004158
TODO Charset ?;src/components/org/apache/jmeter/visualizers/StatVisualizer.java;256;0.04158004158004158
TODO Enhance search dialog to select kind of nodes ....;src/Core/org/apache/jmeter/gui/action/SearchTreeCommand.java;27;0.04158004158004158
* Search nodes for a text  * TODO Enhance search dialog to select kind of nodes ....;src/Core/org/apache/jmeter/gui/action/SearchTreeCommand.java;25-28;0.04158004158004158
TODO should errors be thrown back through RMI?;src/Core/org/apache/jmeter/samplers/DiskStoreSampleSender.java;145;0.04158004158004158
Programming error: bail out.;src/Core/org/apache/jmeter/testbeans/BeanInfoSupport.java;103;0.04158004158004158
Programming error: bail out.;src/Core/org/apache/jmeter/testbeans/gui/WrapperEditor.java;235;0.04158004158004158
Programming error: bail out.;src/Core/org/apache/jmeter/testbeans/gui/WrapperEditor.java;247;0.04158004158004158
TODO - does not appear to be called directly;src/Core/org/apache/jmeter/util/JMeterUtils.java;625;0.04158004158004158
TODO - also check the match string to restrict the changes further?;src/protocol/http/org/apache/jmeter/protocol/http/proxy/Proxy.java;241;0.04158004158004158
TODO: find a way to avoid the cost of creating a String here --;src/protocol/http/org/apache/jmeter/protocol/http/parser/RegexpHTMLParser.java;153;0.03724878724878725
better.;src/protocol/http/org/apache/jmeter/protocol/http/parser/RegexpHTMLParser.java;155;0.03724878724878725
TODO - do these really need to be shared between all Proxy instances?;src/protocol/http/org/apache/jmeter/protocol/http/proxy/Daemon.java;117;0.034650034650034654
Bug 47064 - fixes for Mac LAF;src/Core/org/apache/jmeter/gui/action/KeyStrokes.java;35;0.032224532224532226
TODO - why does it create a new instance?;src/Core/org/apache/jmeter/JMeter.java;698;0.031185031185031187
TODO - perhaps deprecate these in favour of Commons IO?;src/jorphan/org/apache/jorphan/util/JOrphanUtils.java;332;0.031185031185031187
TODO - should LF-only EOL be allowed?;test/src/org/apache/jmeter/protocol/http/config/MultipartUrlConfigTest.java;45;0.031185031185031187
TODO is this sensible?;src/protocol/mail/org/apache/jmeter/protocol/mail/sampler/MailReaderSampler.java;212;0.029452529452529456
TODO: Exact ordering is only required for some tests- change the;test/src/org/apache/jmeter/protocol/http/parser/TestHTMLParser.java;272;0.021483021483021485
* TODO: Exact ordering is only required for some tests- change the              * comparison to do a set compare where necessary.;test/src/org/apache/jmeter/protocol/http/parser/TestHTMLParser.java;271-274;0.021483021483021485
TODO: fetch this once as per vars above?;src/components/org/apache/jmeter/config/CSVDataSet.java;143;0.02079002079002079
TODO could these be done earlier (or just once?);src/Core/org/apache/jmeter/control/TransactionController.java;182;0.02079002079002079
TODO turn into method?;src/Core/org/apache/jmeter/samplers/SampleSaveConfiguration.java;259;0.02079002079002079
TODO: review this and possibly change to:;src/Core/org/apache/jmeter/testbeans/gui/GenericTestBeanCustomizer.java;474;0.02079002079002079
so I'll bail out.;src/Core/org/apache/jmeter/testbeans/gui/GenericTestBeanCustomizer.java;468;0.02079002079002079
file read? In this case- it would be better to replace the;src/Core/org/apache/jmeter/testbeans/gui/GenericTestBeanCustomizer.java;463;0.02079002079002079
(MS Note) Can't bail out - newly create elements have blank;src/Core/org/apache/jmeter/testbeans/gui/GenericTestBeanCustomizer.java;469;0.02079002079002079
TODO - perhaps this should be a fatal error?;src/Core/org/apache/jmeter/util/JMeterUtils.java;1211;0.02079002079002079
TODO Better messages;src/jorphan/org/apache/commons/jexl/bsf/JexlEngine.java;100;0.02079002079002079
TODO - why is the key value also stored in the entry array?;src/jorphan/org/apache/jorphan/math/StatCalculator.java;159;0.02079002079002079
* Returns the distribution of the values in the list.      *      * @return map containing either Integer or Long keys- entries are a Number array containing the key and the [Integer] count.      * TODO - why is the key value also stored in the entry array?;src/jorphan/org/apache/jorphan/math/StatCalculator.java;155-160;0.02079002079002079
TODO should we allow null for non-primitive types?;src/jorphan/org/apache/jorphan/util/Converter.java;43;0.02079002079002079
TODO - work out how to convert JUnit4 assertions so they are treated as failures rather than errors;src/junit/org/apache/jmeter/protocol/java/sampler/JUnitSampler.java;569;0.02079002079002079
* Wrapper to convert a JUnit4 class into a TestCase      *      *  TODO - work out how to convert JUnit4 assertions so they are treated as failures rather than errors;src/junit/org/apache/jmeter/protocol/java/sampler/JUnitSampler.java;566-570;0.02079002079002079
TODO: needs a multiple file upload scenerio;src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC3Impl.java;791;0.02079002079002079
TODO size ouststream according to actual content length;src/protocol/http/org/apache/jmeter/protocol/http/sampler/SoapSampler.java;277;0.02079002079002079
TODO ? perhaps note connection so it can be disconnected at end of test?;src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java;615;0.02079002079002079
TODO - this method seems to be wrong - it does not agree with the Javadoc;src/reports/org/apache/jmeter/testelement/JTLData.java;78;0.02079002079002079
TODO: need more tests;test/src/org/apache/jmeter/protocol/http/parser/TestHtmlParsingUtils.java;26;0.02079002079002079
TODO - should the encoding be configurable?;src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/AbstractJDBCTestElement.java;79;0.013860013860013861
TODO - do they have to be the same size?;src/protocol/jdbc/org/apache/jmeter/protocol/jdbc/AbstractJDBCTestElement.java;67;0.013860013860013861
TODO should this throw an error?;src/Core/org/apache/jmeter/samplers/SampleResult.java;963;0.010395010395010396
TODO: does it matter that an empty line will terminate the loop?;src/Core/org/apache/jmeter/save/CSVSaveService.java;151;0.010395010395010396
TODO should this be getMin()?;src/jorphan/org/apache/jorphan/math/StatCalculator.java;152;0.010395010395010396
TODO - allow directories to end with .jar by removing this check?;src/jorphan/org/apache/jorphan/reflect/ClassFinder.java;167;0.010395010395010396
TODO Charset ?;src/protocol/http/org/apache/jmeter/protocol/http/control/HeaderManager.java;137;0.010395010395010396
quick hack anyway- so who cares.;src/protocol/http/org/apache/jmeter/protocol/http/modifier/URLRewritingModifier.java;184;0.010395010395010396
TODO needed here because currently done on sample completion in JMeterThread-;src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPSamplerBase.java;1121;0.010395010395010396
TODO - charset?;src/protocol/http/org/apache/jmeter/protocol/http/sampler/AjpSampler.java;287;0.010395010395010396
better ISO-8859-1 than UTF-8;src/protocol/http/org/apache/jmeter/protocol/http/visualizers/RequestViewHTTP.java;266;0.010395010395010396
#NOME?;test/src/org/apache/commons/cli/avalon/ClutilTestCase.java;581;0.010395010395010396
TODO - charset?;test/src/org/apache/jmeter/protocol/http/sampler/PostWriterTest.java;170;0.010395010395010396
TODO: wy not?;src/Core/org/apache/jmeter/save/converters/SampleResultConverter.java;357;0.007623007623007624
Don't try restoring the URL TODO: wy not?;src/Core/org/apache/jmeter/save/converters/SampleResultConverter.java;357;0.007623007623007624
TODO - should we call start() and stop()?;src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/SubscriberSampler.java;137;0.0074497574497574505
TODO - implementation not fully tested;src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java;996;0.007276507276507277
TODO - convert to work more like upgrade.properties/NameUpdater.java;src/Core/org/apache/jmeter/save/converters/TestElementPropertyConverter.java;87;0.005197505197505198
"* TODO - convert to work more like upgrade.properties/NameUpdater.java      *      * Special processing is carried out for the Header Class The String      * property TestElement.name is converted to Header.name for example:      * <elementProp name=""User-Agent""      * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp      * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>      * <stringProp name=""TestElement.name"">User-Agent</stringProp>      * </elementProp> becomes <elementProp name=""User-Agent""      * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp      * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>      * <stringProp name=""Header.name"">User-Agent</stringProp> </elementProp>";src/Core/org/apache/jmeter/save/converters/TestElementPropertyConverter.java;86-99;0.005197505197505198
TODO clazz is probably always the same as testclass;src/Core/org/apache/jmeter/save/converters/TestElementPropertyConverter.java;83;0.0034650034650034653
TODO - what other headers are not allowed?;src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java;688;0.0034650034650034653
TODO does not work yet- need to determine the sample type;src/Core/org/apache/jmeter/save/converters/SampleEventConverter.java;56;0.002079002079002079
TODO should equals and hashCode depend on field other than count?;src/Core/org/apache/jmeter/visualizers/Sample.java;180;0.002079002079002079
TODO should equals and hashCode depend on field other than count?;src/Core/org/apache/jmeter/visualizers/TableSample.java;117;0.002079002079002079
TODO - add bounds checking?;src/jorphan/org/apache/jorphan/util/JOrphanUtils.java;310;0.002079002079002079
TODO - charset?;src/protocol/ftp/org/apache/jmeter/protocol/ftp/sampler/FTPSampler.java;197;0.0012993762993762994
TODO needs to be synch? Probably not changed after threads have started;src/Core/org/apache/jmeter/util/JMeterUtils.java;1119;0.0010395010395010396
﻿TODO: remove either MATCH or CONTAINS - they;src/components/org/apache/jmeter/assertions/ResponseAssertion.java;72;0.0
TODO support multiple signers;src/components/org/apache/jmeter/assertions/SMIMEAssertion.java;254;0.0
TODO strings should be resources;src/components/org/apache/jmeter/assertions/ResponseAssertion.java;374;0.0
TODO replace with proper Exception;src/components/org/apache/jmeter/assertions/HTMLAssertion.java;122;0.0
TODO is this the correct strategy?;src/components/org/apache/jmeter/assertions/XMLSchemaAssertion.java;205;0.0
TODO - charset?;src/components/org/apache/jmeter/assertions/XMLAssertion.java;67;0.0
result.setError(true)- // TODO is this the correct strategy?;src/components/org/apache/jmeter/assertions/XMLSchemaAssertion.java;205;0.0
but we do trap this error to make tests work better;src/components/org/apache/jmeter/assertions/BeanShellAssertion.java;117;0.0
*************************************************************************      * !ToDoo (Method description)      *      * @return !ToDo (Return description)      *************************************************************************;src/components/org/apache/jmeter/assertions/ResponseAssertion.java;193-197;0.0
*************************************************************************      * !ToDoo (Method description)      *      * @return !ToDo (Return description)      *************************************************************************;src/components/org/apache/jmeter/assertions/ResponseAssertion.java;202-206;0.0
*************************************************************************      * !ToDoo (Method description)      *      * @return !ToDo (Return description)      *************************************************************************;src/components/org/apache/jmeter/assertions/ResponseAssertion.java;215-219;0.0
* Mask values for TEST_TYPE TODO: remove either MATCH or CONTAINS - they      * are mutually exckusive;src/components/org/apache/jmeter/assertions/ResponseAssertion.java;71-74;0.0
TODO ought to be a FileChooser ...;src/components/org/apache/jmeter/assertions/gui/BeanShellAssertionGui.java;85;0.0
TODO need to find better way to do this;src/components/org/apache/jmeter/config/CSVDataSetBeanInfo.java;96;0.0
TODO - report unused columns?;src/components/org/apache/jmeter/config/CSVDataSet.java;162;0.0
TODO - provide option to set unused variables ?;src/components/org/apache/jmeter/config/CSVDataSet.java;163;0.0
These variable names must have .displayName properties and agree with the getXXX()/setXXX() methods;src/components/org/apache/jmeter/config/RandomVariableConfigBeanInfo.java;32;0.0
TODO - fix so that this is only called once per test- instead of at every clone;src/components/org/apache/jmeter/control/IncludeController.java;68;0.0
TODO: validate contentType for reasonable types?;src/components/org/apache/jmeter/extractor/XPathExtractor.java;285;0.0
TODO - should we skip processing here?;src/components/org/apache/jmeter/extractor/BeanShellPostProcessor.java;52;0.0
TODO: should this be clearData()?;src/components/org/apache/jmeter/reporters/MailerModel.java;224;0.0
TODO: or obtain text from bean's displayName or shortDescription.;src/components/org/apache/jmeter/timers/ConstantThroughputTimer.java;213;0.0
TODO: Is this ever used? I can't remember where. Remove if it isn't --;src/components/org/apache/jmeter/timers/ConstantThroughputTimer.java;212;0.0
TODO need to find better way to do this;src/components/org/apache/jmeter/timers/ConstantThroughputTimerBeanInfo.java;59;0.0
TODO find better way to get modeInt;src/components/org/apache/jmeter/timers/ConstantThroughputTimer.java;114;0.0
TODO - is this used? (apart from test code);src/components/org/apache/jmeter/timers/ConstantThroughputTimer.java;144;0.0
* Provide a description of this timer class.      *      * TODO: Is this ever used? I can't remember where. Remove if it isn't --      * TODO: or obtain text from bean's displayName or shortDescription.      *      * @return the description of this timer class.;src/components/org/apache/jmeter/timers/ConstantThroughputTimer.java;209-216;0.0
TODO: instead- we could delay doing;src/components/org/apache/jmeter/visualizers/ViewResultsFullVisualizer.java;349;0.0
TODO: add and delete not currently supported;src/components/org/apache/jmeter/visualizers/PropertyControlGui.java;66;0.0
TODO work out how to search the XML pane;src/components/org/apache/jmeter/visualizers/RenderAsXML.java;55;0.0
TODO suppress LINK somehow;src/components/org/apache/jmeter/visualizers/RenderAsHTML.java;121;0.0
TODO implement to find any nodes in the tree using TreePath.;src/components/org/apache/jmeter/visualizers/RenderAsXML.java;105;0.0
TODO implement other non-text types;src/components/org/apache/jmeter/visualizers/SamplerResultTab.java;487;0.0
TODO create better dummy;src/components/org/apache/jmeter/visualizers/RenderAsHTML.java;120;0.0
TODO - remove UnsharedComponent ? Probably does not make sense for a TestBean.;src/components/org/apache/jmeter/visualizers/BeanShellListener.java;35;0.0
TODO - is this needed?;src/components/org/apache/jmeter/visualizers/SplineVisualizer.java;251;0.0
to restore last selected tab (better user-friendly);src/components/org/apache/jmeter/visualizers/ViewResultsFullVisualizer.java;325;0.0
graph. the larger the sample- the better the;src/components/org/apache/jmeter/visualizers/DistributionGraph.java;164;0.0
data is larger than 200K. TODO: instead- we could delay doing;src/components/org/apache/jmeter/visualizers/ViewResultsFullVisualizer.java;349;0.0
* Provide dummy implementations to suppress download and display of              * related resources: - FRAMEs - IMAGEs TODO create better dummy              * displays TODO suppress LINK somehow;src/components/org/apache/jmeter/visualizers/RenderAsHTML.java;118-122;0.0
"*      * A Dom tree panel for to display response as tree view author <a      * href=""mailto:d.maung@mdl.com"">Dave Maung</a>       * TODO implement to find any nodes in the tree using TreePath.      *";src/components/org/apache/jmeter/visualizers/RenderAsXML.java;101-107;0.0
TODO this bit of code needs to be tidied up;src/Core/org/apache/jmeter/JMeter.java;833;0.0
HACK: force the controller to load its tree;src/Core/org/apache/jmeter/JMeter.java;838;0.0
Hack to resolve ModuleControllers in non GUI mode;src/Core/org/apache/jmeter/JMeter.java;740;0.0
Hack to allow automated tests to find when test has ended;src/Core/org/apache/jmeter/JMeter.java;207;0.0
TODO: move this to components -- the only reason why it's in Core is because;src/Core/org/apache/jmeter/config/LoginConfig.java;26;0.0
TODO: improve this test;src/Core/org/apache/jmeter/config/Argument.java;196;0.0
TODO: This class looks a lot like ArgumentsPanel. What exactly is the;src/Core/org/apache/jmeter/config/gui/SimpleConfigGui.java;51;0.0
TODO: improve- e.g. by adding counts to the SampleResult class;src/Core/org/apache/jmeter/control/TransactionSampler.java;111;0.0
TODO should this use setFirst()?;src/Core/org/apache/jmeter/control/GenericController.java;90;0.0
TODO should this use setDone()?;src/Core/org/apache/jmeter/control/GenericController.java;89;0.0
TODO Should this be at warn level ?;src/Core/org/apache/jmeter/control/TransactionController.java;190;0.0
TODO document this;src/Core/org/apache/jmeter/control/GenericController.java;66;0.0
TODO - should this use setFirst() ?;src/Core/org/apache/jmeter/control/GenericController.java;380;0.0
* TODO document this;src/Core/org/apache/jmeter/control/GenericController.java;65-67;0.0
* A little hack - add each listener to the start of the list - this          * ensures that the thread running the show is the first listener and          * can modify certain values before other listeners are called.;src/Core/org/apache/jmeter/control/GenericController.java;355-359;0.0
TODO make use of the field;src/Core/org/apache/jmeter/control/gui/WhileControllerGui.java;136;0.0
* Create a GUI panel containing the condition. TODO make use of the field      *      * @return a GUI panel containing the condition components;src/Core/org/apache/jmeter/control/gui/WhileControllerGui.java;135-139;0.0
Hack to allow external control;src/Core/org/apache/jmeter/engine/StandardJMeterEngine.java;169;0.0
A hack to make user-defined variables in the testplan element more dynamic;src/Core/org/apache/jmeter/engine/PreCompiler.java;83;0.0
TODO should this also clear isDynamic- rawParameters- permanentResults?;src/Core/org/apache/jmeter/engine/util/CompoundVariable.java;172;0.0
TODO does not appear to be used;src/Core/org/apache/jmeter/functions/util/ArgumentDecoder.java;31;0.0
TODO does not appear to be used;src/Core/org/apache/jmeter/functions/util/ArgumentEncoder.java;31;0.0
TODO: This method doesn't appear to be used.;src/Core/org/apache/jmeter/gui/GUIFactory.java;101;0.0
TODO: This method doesn't appear to be used.;src/Core/org/apache/jmeter/gui/GUIFactory.java;164;0.0
TODO: Do we really need to have all these menubar methods duplicated;src/Core/org/apache/jmeter/gui/MainFrame.java;195;0.0
TODO consider removing this method- and providing method wrappers instead.;src/Core/org/apache/jmeter/gui/GuiPackage.java;489;0.0
TODO - why lower case? OK to use the default Locale?;src/Core/org/apache/jmeter/gui/JMeterFileFilter.java;76;0.0
TODO - how can this be null?;src/Core/org/apache/jmeter/gui/MainFrame.java;315;0.0
$NON-NLS-1$ i.e. void setXXX(boolean);src/Core/org/apache/jmeter/gui/SavePropertyDialog.java;61;0.0
TODO: I believe the following code (to the end of the method) is;src/Core/org/apache/jmeter/gui/action/EditCommand.java;47;0.0
TODO - removes the nodes from the CheckDirty map - should it be done later- in case some can't be removed?;src/Core/org/apache/jmeter/gui/action/Remove.java;71;0.0
Hack to get full modifier value;src/Core/org/apache/jmeter/gui/action/KeyStrokes.java;80;0.0
TODO: is the serializable test necessary now that JMeterTreeNode is;src/Core/org/apache/jmeter/gui/tree/JMeterTreeNode.java;56;0.0
